Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment_x,Country,City,State,Region,Category,Product Name,Sub-Category,Sales,Quantity,Discount,Profit_Margin_Pct,Profit,Product ID,Postal Code,Shipping_Days,Profit_Margin,Is_Profitable,Year,Month,Quarter,Year_Month,RFM_Score,Segment_y
6229,US-59151-2018,2017-07-25,2017-07-31,Standard Class,CG-8097,Customer_88,Corporate,United States,Philadelphia,Florida,Central,Office Supplies,Pens Pro,Pens,162.94320205857397,4,0.1,0.0612286209647536,8.48026942398354,Of-Pen-561,10001,6,5.20443278200406,True,2017,7,3,2017-07,321,Loyal Customer
6230,US-23635-2018,2016-02-24,2016-02-28,Second Class,CG-2099,Customer_189,Consumer,United States,Chicago,Ohio,West,Furniture,Chairs Deluxe,Chairs,242.28441436603785,2,0.0,0.0453667591650763,10.9916586759956,Fu-Cha-298,10001,4,4.536675916507633,True,2016,2,1,2016-02,112,Lost Customer
6231,US-11144-2018,2017-06-07,2017-06-10,Standard Class,CG-3235,Customer_455,Home Office,United States,Austin,Florida,South,Furniture,Bookcases Pro,Bookcases,171.18327251255525,2,0.0,0.0440594883779023,7.542247405758223,Fu-Boo-864,90210,3,4.405948837790238,True,2017,6,2,2017-06,211,Lost Customer
6232,US-94619-2018,2015-06-20,2015-06-21,First Class,CG-9667,Customer_542,Consumer,United States,New York,Michigan,West,Technology,Computers Premium,Computers,598.3219711268547,5,0.1,0.0675546848254071,34.35653435605239,Te-Com-373,94101,1,5.742148210159611,True,2015,6,2,2015-06,133,At-Risk Customer
6233,US-22213-2015,2015-05-14,2015-05-17,First Class,CG-1916,Customer_517,Consumer,United States,San Diego,Pennsylvania,West,Office Supplies,Binders Deluxe,Binders,372.8159827774151,1,0.3,0.0598284615707379,12.267753684205504,Of-Bin-894,19101,3,3.2905653863905844,True,2015,5,2,2015-05,343,VIP Customer
6234,US-76723-2016,2017-08-22,2017-08-25,Standard Class,CG-5744,Customer_360,Consumer,United States,Chicago,California,South,Technology,Chairs Deluxe,Chairs,157.17217532906736,2,0.0,0.0597338012329352,9.38849148045456,Te-Cha-803,94101,3,5.973380123293525,True,2017,8,3,2017-08,333,VIP Customer
6235,US-78947-2016,2018-12-21,2018-12-25,Same Day,CG-5897,Customer_369,Consumer,United States,Los Angeles,Georgia,Central,Office Supplies,Desks Pro,Desks,245.5097939483094,2,0.0,0.049884182829968,12.247055447865243,Of-Des-902,94101,4,4.988418282996802,True,2018,12,4,2018-12,422,Loyal Customer
6236,US-45191-2016,2017-11-14,2017-11-15,Second Class,CG-7190,Customer_200,Consumer,United States,Phoenix,Florida,East,Furniture,Computers Deluxe,Computers,82.94174165402328,2,0.15,0.0382292534911764,2.4573706716857773,Fu-Com-818,94101,1,2.962767145566176,True,2017,11,4,2017-11,343,VIP Customer
6237,US-82264-2015,2018-04-28,2018-04-30,Same Day,CG-2307,Customer_7,Corporate,United States,Phoenix,New York,West,Furniture,Binders Pro,Binders,437.3364353437402,1,0.0,0.0566149841226668,24.759795343249564,Fu-Bin-649,77001,2,5.661498412266684,True,2018,4,2,2018-04,344,VIP Customer
6238,US-43744-2015,2018-03-10,2018-03-16,Standard Class,CG-3221,Customer_679,Consumer,United States,Los Angeles,North Carolina,East,Furniture,Software Pro,Software,228.8583628659315,3,0.0,0.0402221208684523,9.205168732949623,Fu-Sof-588,77001,6,4.022212086845235,True,2018,3,1,2018-03,344,VIP Customer
6239,US-98417-2016,2016-10-19,2016-10-24,First Class,CG-8474,Customer_386,Consumer,United States,Dallas,Texas,South,Technology,Computers Deluxe,Computers,678.2665904023366,1,0.0,0.0465462216746852,31.57074707140011,Te-Com-934,19101,5,4.654622167468526,True,2016,10,4,2016-10,244,At-Risk Customer
6240,US-86084-2017,2018-08-31,2018-09-03,Second Class,CG-5974,Customer_683,Consumer,United States,Los Angeles,Georgia,West,Office Supplies,Desks Pro,Desks,107.803424710111,1,0.1,0.0593100335057505,5.434751021852641,Of-Des-576,60601,3,5.041352847988798,True,2018,8,3,2018-08,444,VIP Customer
6241,US-94963-2015,2018-09-04,2018-09-08,Second Class,CG-7114,Customer_396,Consumer,United States,Dallas,Pennsylvania,South,Office Supplies,Storage Premium,Storage,1040.9469366365547,1,0.0,0.0622389234769994,64.78741673293956,Of-Sto-755,10001,4,6.223892347699948,True,2018,9,3,2018-09,424,Loyal Customer
6242,US-16621-2016,2018-01-20,2018-01-24,First Class,CG-9894,Customer_540,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Paper Basic,Paper,541.1613533819958,1,0.0,0.1024380682486885,55.43552365129752,Te-Pap-685,10001,4,10.243806824868852,True,2018,1,1,2018-01,333,VIP Customer
6243,US-59738-2017,2015-06-28,2015-07-03,Second Class,CG-1117,Customer_620,Corporate,United States,Seattle,Michigan,Central,Technology,Pens Standard,Pens,200.09777631336735,1,0.0,0.0828637874561508,16.580859606879287,Te-Pen-463,60601,5,8.286378745615085,True,2015,6,2,2015-06,111,Lost Customer
6244,US-64777-2017,2017-12-15,2017-12-20,Second Class,CG-4263,Customer_147,Corporate,United States,Houston,Pennsylvania,Central,Furniture,Paper Basic,Paper,64.96315900791129,2,0.0,0.0342321727018726,2.223830078418031,Fu-Pap-809,19101,5,3.423217270187262,True,2017,12,4,2017-12,344,VIP Customer
6245,US-17354-2016,2018-03-24,2018-03-25,Standard Class,CG-6043,Customer_284,Consumer,United States,Chicago,Texas,East,Furniture,Storage Deluxe,Storage,534.303606876761,1,0.0,0.0480208012167528,25.65768729522301,Fu-Sto-197,94101,1,4.802080121675287,True,2018,3,1,2018-03,323,Loyal Customer
6246,US-61714-2018,2015-04-21,2015-04-24,First Class,CG-5667,Customer_99,Corporate,United States,Austin,Ohio,West,Technology,Bookcases Standard,Bookcases,317.214153393123,1,0.0,0.0899393394757576,28.53003142853915,Te-Boo-177,19101,3,8.993933947575766,True,2015,4,2,2015-04,122,Lost Customer
6247,US-51232-2018,2015-05-17,2015-05-20,Second Class,CG-5618,Customer_588,Consumer,United States,Philadelphia,Georgia,West,Office Supplies,Phones Pro,Phones,165.04029904398254,4,0.0,0.078884904519859,13.019188232013551,Of-Pho-606,75201,3,7.8884904519859065,True,2015,5,2,2015-05,344,VIP Customer
6248,US-22550-2018,2015-08-20,2015-08-25,First Class,CG-9963,Customer_604,Consumer,United States,Phoenix,Georgia,East,Technology,Pens Pro,Pens,39.73050858434435,2,0.0,0.0824800513931642,3.276974389913276,Te-Pen-417,75201,5,8.248005139316426,True,2015,8,3,2015-08,343,VIP Customer
6249,US-98196-2016,2017-09-18,2017-09-24,Standard Class,CG-7798,Customer_507,Corporate,United States,Seattle,Michigan,South,Office Supplies,Computers Premium,Computers,183.62017389220944,2,0.0,0.0823166909753743,15.115005111129513,Of-Com-182,85001,6,8.23166909753744,True,2017,9,3,2017-09,321,Loyal Customer
6250,US-74736-2016,2016-04-12,2016-04-14,Standard Class,CG-2287,Customer_474,Corporate,United States,Chicago,Ohio,South,Office Supplies,Tables Pro,Tables,496.4412211402914,3,0.0,0.0641598438027142,31.85159120558981,Of-Tab-293,10001,2,6.415984380271422,True,2016,4,2,2016-04,134,At-Risk Customer
6251,US-40268-2015,2017-01-01,2017-01-04,Standard Class,CG-8658,Customer_742,Consumer,United States,Chicago,Ohio,West,Technology,Desks Pro,Desks,298.0560399761911,2,0.0,0.0678411433381135,20.22046253081528,Te-Des-186,60601,3,6.784114333811354,True,2017,1,1,2017-01,344,VIP Customer
6252,US-14290-2017,2016-04-25,2016-04-29,First Class,CG-9047,Customer_710,Corporate,United States,Philadelphia,Illinois,South,Office Supplies,Binders Premium,Binders,313.72998785740765,1,0.0,0.061807164401544,19.390760937197204,Of-Bin-667,77001,4,6.180716440154402,True,2016,4,2,2016-04,243,At-Risk Customer
6253,US-40138-2017,2017-12-27,2018-01-02,Standard Class,CG-9290,Customer_147,Home Office,United States,Seattle,Florida,West,Technology,Binders Basic,Binders,219.88218470185583,1,0.1,0.047831884189214,8.939772314840969,Te-Bin-950,19101,6,4.065710156083198,True,2017,12,4,2017-12,342,Loyal Customer
6254,US-23432-2017,2017-03-24,2017-03-29,Standard Class,CG-2046,Customer_576,Consumer,United States,Houston,Florida,South,Office Supplies,Storage Premium,Storage,27.12847598653208,3,0.0,0.0379872433062732,1.0305360178287846,Of-Sto-952,10001,5,3.798724330627322,True,2017,3,1,2017-03,211,Lost Customer
6255,US-68175-2016,2018-06-26,2018-06-29,Second Class,CG-6382,Customer_503,Consumer,United States,Houston,Texas,Central,Furniture,Pens Pro,Pens,246.08475420451185,1,0.0,0.0541405823608158,13.323171902750495,Fu-Pen-696,90210,3,5.414058236081583,True,2018,6,2,2018-06,422,Loyal Customer
6256,US-79076-2015,2017-09-20,2017-09-21,Standard Class,CG-6444,Customer_50,Consumer,United States,Dallas,Florida,South,Furniture,Computers Standard,Computers,47.73036274119431,1,0.1,0.0391495181134813,1.5883275955945078,Fu-Com-298,19101,1,3.3277090396459124,True,2017,9,3,2017-09,331,Loyal Customer
6257,US-44247-2016,2015-11-19,2015-11-24,Same Day,CG-4803,Customer_522,Consumer,United States,Los Angeles,Ohio,East,Office Supplies,Accessories Pro,Accessories,282.72847189218123,3,0.0,0.0581675088709298,16.445610896852898,Of-Acc-469,94101,5,5.816750887092987,True,2015,11,4,2015-11,112,Lost Customer
6258,US-71810-2016,2017-07-10,2017-07-14,Second Class,CG-4755,Customer_225,Corporate,United States,Philadelphia,Texas,Central,Furniture,Chairs Standard,Chairs,414.4590505520068,3,0.1,0.0574827256725882,20.250600519592037,Fu-Cha-924,77001,4,4.886031682170002,True,2017,7,3,2017-07,334,VIP Customer
6259,US-65812-2015,2017-06-22,2017-06-23,Same Day,CG-5482,Customer_82,Home Office,United States,Austin,Ohio,Central,Office Supplies,Desks Pro,Desks,137.90977922240018,3,0.0,0.056541917518424,7.797683361777025,Of-Des-107,94101,1,5.654191751842408,True,2017,6,2,2017-06,232,Lost Customer
6260,US-71284-2016,2018-12-26,2018-12-31,Standard Class,CG-9797,Customer_182,Consumer,United States,Chicago,North Carolina,East,Office Supplies,Software Basic,Software,293.3486732499149,2,0.1,0.0707073828832795,17.63062941411623,Of-Sof-601,60601,5,6.0101275450787615,True,2018,12,4,2018-12,444,VIP Customer
6261,US-63478-2015,2016-08-28,2016-09-02,Standard Class,CG-3169,Customer_522,Consumer,United States,Phoenix,Michigan,South,Office Supplies,Storage Basic,Storage,84.28575409766492,2,0.15,0.0587963517844234,3.840663507464833,Of-Sto-434,60601,5,4.5567172632928195,True,2016,8,3,2016-08,444,VIP Customer
6262,US-55534-2015,2016-03-04,2016-03-07,Standard Class,CG-6419,Customer_360,Home Office,United States,San Diego,New York,West,Furniture,Chairs Basic,Chairs,414.9246538649168,2,0.1,0.0311859873483545,10.998859755058923,Fu-Cha-800,85001,3,2.6508089246101343,True,2016,3,1,2016-03,144,At-Risk Customer
6263,US-74162-2018,2018-07-16,2018-07-17,First Class,CG-1562,Customer_235,Corporate,United States,New York,Georgia,South,Technology,Tables Deluxe,Tables,127.4935551392482,1,0.15,0.0955917735922818,9.44518466944324,Te-Tab-776,85001,1,7.408362453401843,True,2018,7,3,2018-07,432,Loyal Customer
6264,US-32805-2015,2015-05-28,2015-06-02,Standard Class,CG-7460,Customer_326,Corporate,United States,Dallas,Illinois,South,Technology,Binders Standard,Binders,292.80571881969144,2,0.15,0.0921352756334282,20.90774509813468,Te-Bin-363,10001,5,7.140483861590689,True,2015,5,2,2015-05,122,Lost Customer
6265,US-30143-2015,2018-02-15,2018-02-21,Standard Class,CG-6938,Customer_467,Home Office,United States,Philadelphia,Michigan,Central,Furniture,Bookcases Standard,Bookcases,332.990774427035,1,0.0,0.0544461360105481,18.130060994712103,Fu-Boo-741,60601,6,5.444613601054814,True,2018,2,1,2018-02,434,VIP Customer
6266,US-72473-2016,2017-04-29,2017-05-03,Same Day,CG-5000,Customer_447,Consumer,United States,Houston,Michigan,West,Technology,Pens Basic,Pens,477.3202511185694,5,0.0,0.0747041892286954,35.65782236225002,Te-Pen-930,90210,4,7.470418922869541,True,2017,4,2,2017-04,334,VIP Customer
6267,US-73202-2018,2016-01-02,2016-01-03,Standard Class,CG-9211,Customer_745,Consumer,United States,Philadelphia,Michigan,West,Technology,Storage Premium,Storage,235.17220864957807,1,0.1,0.0508291227627658,10.160557504264156,Te-Sto-905,19101,1,4.320475434835096,True,2016,1,1,2016-01,122,Lost Customer
6268,US-51423-2016,2017-04-29,2017-05-05,First Class,CG-5637,Customer_747,Consumer,United States,Los Angeles,Florida,South,Office Supplies,Tables Basic,Tables,777.8244491141311,4,0.0,0.0711460551706681,55.33914116976854,Of-Tab-872,75201,6,7.114605517066816,True,2017,4,2,2017-04,444,VIP Customer
6269,US-97856-2017,2017-12-25,2017-12-28,First Class,CG-4960,Customer_546,Corporate,United States,Houston,Georgia,Central,Office Supplies,Chairs Deluxe,Chairs,345.03855439374945,4,0.1,0.03750032859988,10.998200293984226,Of-Cha-496,60601,3,3.1875279309898086,True,2017,12,4,2017-12,312,New Customer
6270,US-12205-2017,2017-03-23,2017-03-25,Standard Class,CG-4541,Customer_43,Home Office,United States,Dallas,Michigan,South,Furniture,Desks Premium,Desks,58.94498273327062,1,0.15,0.044050700631436,2.0123400357840646,Fu-Des-115,94101,2,3.4139292989362926,True,2017,3,1,2017-03,344,VIP Customer
6271,US-22342-2018,2018-10-25,2018-10-30,Second Class,CG-4157,Customer_382,Consumer,United States,Houston,California,East,Office Supplies,Bookcases Premium,Bookcases,242.1985363914649,2,0.0,0.0638594777813819,15.466672053373982,Of-Boo-799,10001,5,6.3859477781381955,True,2018,10,4,2018-10,433,VIP Customer
6272,US-73190-2018,2015-06-24,2015-06-26,Second Class,CG-6861,Customer_133,Consumer,United States,Phoenix,Ohio,South,Technology,Computers Pro,Computers,441.05991012460026,4,0.0,0.088369855366364,38.97640046561247,Te-Com-993,19101,2,8.836985536636409,True,2015,6,2,2015-06,434,VIP Customer
6273,US-31200-2015,2016-08-10,2016-08-15,Standard Class,CG-7548,Customer_403,Home Office,United States,Los Angeles,North Carolina,South,Technology,Bookcases Basic,Bookcases,465.61042371377056,2,0.0,0.0669324114135067,31.164428438427286,Te-Boo-873,10001,5,6.693241141350674,True,2016,8,3,2016-08,244,At-Risk Customer
6274,US-12808-2018,2016-05-09,2016-05-15,Standard Class,CG-8121,Customer_625,Consumer,United States,Chicago,Ohio,South,Office Supplies,Storage Standard,Storage,63.729271071159296,1,0.1,0.0677376340785804,3.669339537325924,Of-Sto-120,77001,6,5.757698896679339,True,2016,5,2,2016-05,143,At-Risk Customer
6275,US-90890-2017,2017-08-30,2017-09-02,First Class,CG-7836,Customer_370,Consumer,United States,Chicago,North Carolina,West,Office Supplies,Software Deluxe,Software,183.6002043136532,1,0.25,0.0406913010476648,4.669331991337272,Of-Sof-113,60601,3,2.5432063154790527,True,2017,8,3,2017-08,344,VIP Customer
6276,US-74928-2018,2018-02-11,2018-02-14,Standard Class,CG-8306,Customer_54,Consumer,United States,Los Angeles,Ohio,East,Office Supplies,Software Pro,Software,449.2386825278752,1,0.0,0.0731024681167263,32.84045646629416,Of-Sof-839,85001,3,7.310246811672637,True,2018,2,1,2018-02,344,VIP Customer
6277,US-25058-2015,2018-02-08,2018-02-11,Second Class,CG-8177,Customer_654,Corporate,United States,Dallas,Texas,West,Office Supplies,Desks Pro,Desks,520.24502208411,4,0.2,0.0474374709342157,17.275375679649766,Of-Des-642,94101,3,3.3206229653951,True,2018,2,1,2018-02,344,VIP Customer
6278,US-62755-2018,2018-03-16,2018-03-19,Second Class,CG-2314,Customer_561,Corporate,United States,Chicago,Illinois,East,Technology,Bookcases Standard,Bookcases,73.49822758099235,2,0.15,0.0453081477486196,2.580803129738484,Te-Boo-323,90210,3,3.511381450518019,True,2018,3,1,2018-03,331,Loyal Customer
6279,US-46681-2016,2015-02-04,2015-02-05,Standard Class,CG-3426,Customer_779,Corporate,United States,New York,Florida,Central,Office Supplies,Chairs Basic,Chairs,117.67820319864856,1,0.0,0.0698464754907306,8.219407735507623,Of-Cha-662,94101,1,6.9846475490730615,True,2015,2,1,2015-02,332,Loyal Customer
6280,US-93339-2018,2017-09-25,2017-09-26,Same Day,CG-1939,Customer_159,Corporate,United States,Los Angeles,Michigan,West,Furniture,Paper Standard,Paper,251.76828659553163,3,0.1,0.0324821853783952,6.951286533957458,Fu-Pap-107,85001,1,2.7609857571635987,True,2017,9,3,2017-09,444,VIP Customer
6281,US-77680-2018,2018-08-25,2018-08-30,Standard Class,CG-9429,Customer_138,Home Office,United States,Dallas,Georgia,West,Office Supplies,Computers Deluxe,Computers,366.6007319320556,2,0.1,0.0600644108863718,18.7167084449099,Of-Com-894,85001,5,5.105474925341607,True,2018,8,3,2018-08,444,VIP Customer
6282,US-52136-2015,2016-06-21,2016-06-22,Standard Class,CG-9835,Customer_533,Corporate,United States,New York,Michigan,Central,Furniture,Binders Standard,Binders,291.748449414755,4,0.0,0.0643236803617764,18.7663340061986,Fu-Bin-373,10001,1,6.432368036177643,True,2016,6,2,2016-06,143,At-Risk Customer
6283,US-98456-2017,2017-01-19,2017-01-24,Second Class,CG-9376,Customer_254,Consumer,United States,New York,North Carolina,East,Office Supplies,Computers Premium,Computers,559.5629899347853,3,0.0,0.055747216071558,31.19407890554152,Of-Com-568,60601,5,5.5747216071558015,True,2017,1,1,2017-01,244,At-Risk Customer
6284,US-46343-2016,2017-11-03,2017-11-04,Standard Class,CG-2830,Customer_302,Corporate,United States,New York,North Carolina,East,Office Supplies,Desks Standard,Desks,596.3004413476997,2,0.0,0.0702644622023148,41.89872982229913,Of-Des-479,60601,1,7.026446220231489,True,2017,11,4,2017-11,334,VIP Customer
6285,US-28254-2016,2016-01-09,2016-01-10,Second Class,CG-8887,Customer_735,Corporate,United States,Seattle,New York,East,Technology,Bookcases Premium,Bookcases,217.538285295789,1,0.0,0.0984302245267446,21.41234226482755,Te-Boo-366,75201,1,9.843022452674468,True,2016,1,1,2016-01,343,VIP Customer
6286,US-69611-2017,2016-07-10,2016-07-11,Same Day,CG-2785,Customer_715,Consumer,United States,Dallas,New York,East,Furniture,Software Pro,Software,405.3347265255391,2,0.4,0.0593190161981021,9.617622883368703,Fu-Sof-806,75201,1,2.372760647924086,True,2016,7,3,2016-07,144,At-Risk Customer
6287,US-70002-2018,2018-12-22,2018-12-26,Standard Class,CG-9029,Customer_619,Home Office,United States,Philadelphia,Illinois,West,Furniture,Phones Deluxe,Phones,217.38191736797995,2,0.0,0.0509199310176292,11.06907223685751,Fu-Pho-612,85001,4,5.091993101762919,True,2018,12,4,2018-12,422,Loyal Customer
6288,US-22926-2018,2015-08-21,2015-08-24,Standard Class,CG-8490,Customer_74,Corporate,United States,San Diego,Texas,East,Office Supplies,Paper Deluxe,Paper,296.2298172184601,3,0.1,0.05683502707515,14.310795229766226,Of-Pap-346,10001,3,4.830977301387749,True,2015,8,3,2015-08,122,Lost Customer
6289,US-74264-2016,2016-12-05,2016-12-09,Standard Class,CG-5577,Customer_532,Consumer,United States,Houston,Florida,West,Office Supplies,Tables Deluxe,Tables,130.3822294961417,1,0.0,0.0825599361536745,10.764348542775195,Of-Tab-335,10001,4,8.25599361536745,True,2016,12,4,2016-12,221,Lost Customer
6290,US-99527-2018,2016-07-16,2016-07-17,First Class,CG-2381,Customer_277,Consumer,United States,Dallas,New York,West,Technology,Accessories Deluxe,Accessories,350.0389336364936,2,0.0,0.0601189626118801,21.04397756399476,Te-Acc-729,19101,1,6.011896261188015,True,2016,7,3,2016-07,332,Loyal Customer
6291,US-37563-2015,2017-07-27,2017-07-28,Standard Class,CG-1361,Customer_421,Consumer,United States,Los Angeles,Pennsylvania,Central,Office Supplies,Accessories Premium,Accessories,243.72739577355267,3,0.0,0.0657860527535772,16.033863315850933,Of-Acc-146,10001,1,6.578605275357724,True,2017,7,3,2017-07,444,VIP Customer
6292,US-44130-2016,2017-06-05,2017-06-09,Standard Class,CG-2059,Customer_57,Consumer,United States,Austin,California,Central,Office Supplies,Software Standard,Software,299.0581321881085,1,0.1,0.0795188497680875,20.213644882582397,Of-Sof-953,60601,4,6.7591022302874375,True,2017,6,2,2017-06,334,VIP Customer
6293,US-61595-2016,2016-12-26,2017-01-01,Second Class,CG-9707,Customer_569,Consumer,United States,Houston,Illinois,West,Technology,Binders Pro,Binders,864.8924070524903,2,0.1,0.0585980693053531,43.0788714286152,Te-Bin-654,10001,6,4.980835890955017,True,2016,12,4,2016-12,344,VIP Customer
6294,US-26321-2016,2018-07-22,2018-07-27,Standard Class,CG-6865,Customer_69,Home Office,United States,New York,Florida,West,Technology,Chairs Standard,Chairs,389.0732307480013,3,0.0,0.0720620998362333,28.037433997768304,Te-Cha-956,90210,5,7.20620998362333,True,2018,7,3,2018-07,433,VIP Customer
6295,US-46748-2015,2015-03-17,2015-03-20,Standard Class,CG-9521,Customer_198,Consumer,United States,Los Angeles,California,West,Technology,Computers Deluxe,Computers,670.8204102490024,2,0.15,0.092749436727906,48.21911677703783,Te-Com-128,19101,3,7.188081346412721,True,2015,3,1,2015-03,244,At-Risk Customer
6296,US-26151-2016,2016-03-14,2016-03-19,Same Day,CG-7412,Customer_152,Consumer,United States,Dallas,Florida,East,Technology,Desks Standard,Desks,242.34006658213988,1,0.0,0.0740099519386626,17.93557668055647,Te-Des-799,90210,5,7.400995193866261,True,2016,3,1,2016-03,442,Loyal Customer
6297,US-44187-2018,2016-11-29,2016-12-05,Standard Class,CG-4141,Customer_720,Consumer,United States,Austin,Ohio,East,Furniture,Accessories Premium,Accessories,186.42675957348385,3,0.25,0.0504600759547595,5.879442780048563,Fu-Acc-454,75201,6,3.1537547471724747,True,2016,11,4,2016-11,211,Lost Customer
6298,US-10059-2015,2018-08-05,2018-08-08,Standard Class,CG-6638,Customer_188,Corporate,United States,Phoenix,New York,South,Technology,Desks Standard,Desks,270.15616002032755,1,0.1,0.0731688187064197,16.801956030707395,Te-Des-348,75201,3,6.219349590045681,True,2018,8,3,2018-08,422,Loyal Customer
6299,US-95717-2018,2017-07-03,2017-07-05,Standard Class,CG-4739,Customer_663,Consumer,United States,Houston,Illinois,West,Furniture,Accessories Deluxe,Accessories,97.96062682414318,2,0.15,0.0483910550352048,3.6738240150459607,Fu-Acc-216,19101,2,3.750306765228372,True,2017,7,3,2017-07,211,Lost Customer
6300,US-77114-2017,2017-06-09,2017-06-12,First Class,CG-1292,Customer_47,Corporate,United States,Seattle,Georgia,East,Office Supplies,Bookcases Premium,Bookcases,72.59681569878497,1,0.0,0.0850325422107688,6.173091795274342,Of-Boo-376,19101,3,8.503254221076888,True,2017,6,2,2017-06,432,Loyal Customer
6301,US-91583-2015,2016-11-22,2016-11-27,Standard Class,CG-7030,Customer_500,Corporate,United States,San Diego,New York,East,Furniture,Binders Premium,Binders,33.44562198170929,2,0.0,0.0616707984759884,2.062618213138082,Fu-Bin-345,90210,5,6.167079847598842,True,2016,11,4,2016-11,244,At-Risk Customer
6302,US-15277-2015,2015-09-10,2015-09-13,Standard Class,CG-6405,Customer_720,Home Office,United States,Los Angeles,New York,South,Furniture,Storage Deluxe,Storage,71.11843130568492,4,0.0,0.0561464278309224,3.993045870753057,Fu-Sto-365,19101,3,5.614642783092249,True,2015,9,3,2015-09,233,At-Risk Customer
6303,US-56579-2016,2018-02-23,2018-02-25,Standard Class,CG-1359,Customer_243,Corporate,United States,San Diego,Georgia,West,Technology,Chairs Premium,Chairs,44.32842637629859,4,0.2,0.0807493788476044,2.505645026624514,Te-Cha-438,75201,2,5.652456519332313,True,2018,2,1,2018-02,331,Loyal Customer
6304,US-70750-2017,2018-04-15,2018-04-17,Same Day,CG-2609,Customer_180,Home Office,United States,Austin,New York,West,Office Supplies,Chairs Deluxe,Chairs,119.57694370873747,1,0.15,0.039206509144241,3.633350766141684,Of-Cha-774,10001,2,3.0385044586786805,True,2018,4,2,2018-04,311,New Customer
6305,US-90198-2016,2017-11-26,2017-11-27,Standard Class,CG-2360,Customer_141,Corporate,United States,Los Angeles,Texas,East,Office Supplies,Binders Standard,Binders,335.6541112932299,2,0.0,0.076275465729661,25.60217366296658,Of-Bin-921,75201,1,7.627546572966101,True,2017,11,4,2017-11,444,VIP Customer
6306,US-42161-2018,2016-02-14,2016-02-16,Standard Class,CG-1623,Customer_499,Corporate,United States,Dallas,Texas,Central,Office Supplies,Binders Deluxe,Binders,163.3077560523019,1,0.0,0.0625655657533349,10.21744214931988,Of-Bin-376,90210,2,6.256556575333495,True,2016,2,1,2016-02,344,VIP Customer
6307,US-41886-2015,2015-05-07,2015-05-11,Second Class,CG-2565,Customer_749,Corporate,United States,Philadelphia,Georgia,South,Technology,Bookcases Premium,Bookcases,71.26262093886244,2,0.0,0.1048179582978686,7.469602429766503,Te-Boo-682,94101,4,10.481795829786863,True,2015,5,2,2015-05,444,VIP Customer
6308,US-59460-2015,2018-04-06,2018-04-11,Standard Class,CG-2920,Customer_8,Corporate,United States,Philadelphia,Pennsylvania,West,Technology,Software Basic,Software,110.3477039245534,3,0.2,0.0761332890215375,5.880793545025751,Te-Sof-352,94101,5,5.329330231507626,True,2018,4,2,2018-04,344,VIP Customer
6309,US-80975-2018,2016-08-14,2016-08-18,First Class,CG-2511,Customer_102,Consumer,United States,Houston,Michigan,West,Technology,Phones Premium,Phones,89.77940688515079,2,0.0,0.0857287415777183,7.696675571857922,Te-Pho-285,19101,4,8.572874157771837,True,2016,8,3,2016-08,344,VIP Customer
6310,US-12364-2015,2015-10-21,2015-10-27,First Class,CG-8546,Customer_160,Consumer,United States,Austin,New York,East,Furniture,Paper Premium,Paper,504.1856829915183,2,0.25,0.0632332933991497,19.925825762658345,Fu-Pap-167,75201,6,3.952080837446856,True,2015,10,4,2015-10,123,Lost Customer
6311,US-48092-2018,2018-09-28,2018-10-02,Standard Class,CG-7487,Customer_470,Consumer,United States,Dallas,Michigan,West,Office Supplies,Software Pro,Software,407.1156947659818,2,0.0,0.0467854850397805,19.047105246933707,Of-Sof-932,77001,4,4.678548503978056,True,2018,9,3,2018-09,444,VIP Customer
6312,US-72679-2016,2017-10-16,2017-10-21,Second Class,CG-5713,Customer_657,Consumer,United States,San Diego,Michigan,South,Office Supplies,Accessories Premium,Accessories,52.95997967227193,1,0.4,0.0650913423523005,1.378894467127492,Of-Acc-166,75201,5,2.603653694092022,True,2017,10,4,2017-10,332,Loyal Customer
6313,US-18430-2018,2015-11-06,2015-11-12,Standard Class,CG-6919,Customer_5,Corporate,United States,Phoenix,California,East,Furniture,Chairs Deluxe,Chairs,332.4272973306198,2,0.0,0.0691364930902228,22.98285754489985,Fu-Cha-868,90210,6,6.913649309022284,True,2015,11,4,2015-11,234,At-Risk Customer
6314,US-48692-2017,2016-10-23,2016-10-27,Standard Class,CG-8929,Customer_379,Consumer,United States,Phoenix,Pennsylvania,West,Furniture,Tables Standard,Tables,260.9077307751417,4,0.0,0.0400750853574627,10.455899581235714,Fu-Tab-680,90210,4,4.007508535746275,True,2016,10,4,2016-10,243,At-Risk Customer
6315,US-59671-2017,2016-06-11,2016-06-15,First Class,CG-9766,Customer_381,Home Office,United States,Los Angeles,North Carolina,East,Technology,Storage Premium,Storage,399.2723921368613,1,0.0,0.103182035744726,41.19773823734791,Te-Sto-249,77001,4,10.318203574472609,True,2016,6,2,2016-06,244,At-Risk Customer
6316,US-23901-2018,2016-06-23,2016-06-29,Standard Class,CG-3001,Customer_606,Consumer,United States,Phoenix,Pennsylvania,South,Technology,Binders Premium,Binders,438.01449845047233,2,0.4,0.096052786537539,16.829005248004176,Te-Bin-117,19101,6,3.8421114615015615,True,2016,6,2,2016-06,444,VIP Customer
